ASX code,Company name,Listing date,GICs industry group,Market Cap
OKR,OKAPI RESOURCES LIMITED,28/09/2017,Materials,26520929
OLH,OLDFIELDS HOLDINGS LIMITED,15/06/1960,Capital Goods,12064389
OLI,OLIVER'S REAL FOOD LIMITED,21/06/2017,Consumer Services,N/A
OLL,OPENLEARNING LIMITED,12/12/2019,Software & Services,7363345
OLY,OLYMPIO METALS LIMITED,12/09/2017,Commercial & Professional Services,9661562
OM1,OMNIA METALS GROUP LTD,02/03/2022,Materials,5456350
OMA,OMEGA OIL & GAS LIMITED,25/10/2022,Energy,22934897
OMH,OM HOLDINGS LIMITED,12/03/1998,Materials,528115686
OML,OOH!MEDIA LIMITED,17/12/2014,Media & Entertainment,754945299
OMX,ORANGE MINERALS NL,08/12/2021,Materials,6189843
ONE,ONEVIEW HEALTHCARE PLC,17/03/2016,Health Care Equipment & Services,69278912
OOK,OOKAMI LIMITED,21/02/2000,Materials,N/A
OPH,OPHIR HIGH CONVICTION FUND,19/12/2018,Not Applic,523150551
OPL,OPYL LIMITED,07/03/1996,Software & Services,2175415
OPN,OPENN NEGOTIATION LIMITED,21/07/2021,Commercial & Professional Services,25732334
OPT,OPTHEA LIMITED,18/04/1991,"Pharmaceuticals, Biotechnology & Life Sciences",451455906
OPY,OPENPAY GROUP LTD,16/12/2019,Diversified Financials,46568054
ORA,ORORA LIMITED,18/12/2013,Materials,2637497585
ORG,ORIGIN ENERGY LIMITED,13/07/1961,Energy,13730298938
ORI,ORICA LIMITED,28/11/1961,Materials,6778534038
ORM,ORION METALS LIMITED,03/01/2007,Materials,N/A
ORN,ORION MINERALS LTD,31/10/2003,Materials,85500669
ORP,ORPHEUS MINERALS LTD,,Energy,0
ORR,ORECORP LIMITED,04/08/2011,Materials,155609048
OSL,ONCOSIL MEDICAL LTD,15/08/2005,"Pharmaceuticals, Biotechnology & Life Sciences",47723629
OSM,OSMOND RESOURCES LIMITED,22/04/2022,Materials,11648169
OSX,OSTEOPORE LIMITED,23/09/2019,Health Care Equipment & Services,21108283
OVN,OVENTUS MEDICAL LIMITED,19/07/2016,Health Care Equipment & Services,N/A
OXT,OREXPLORE TECHNOLOGIES LIMITED,21/01/2022,Class Pend,9329778
OXX,OCTANEX LIMITED,06/11/2009,Energy,2071821
OZL,OZ MINERALS LIMITED,01/01/1970,Materials,9155276817
OZM,OZAURUM RESOURCES LIMITED,08/02/2021,Materials,9017000
OZZ,OZZ RESOURCES LIMITED,05/07/2021,Materials,3821724
PAA,PHARMAUST LIMITED,05/10/2001,"Pharmaceuticals, Biotechnology & Life Sciences",21233130
PAB,PATRYS LIMITED,13/07/2007,"Pharmaceuticals, Biotechnology & Life Sciences",57595993
PAC,PACIFIC CURRENT GROUP LIMITED,25/09/1987,Diversified Financials,400432243
PAI,PLATINUM ASIA INVESTMENTS LIMITED,21/09/2015,Not Applic,308104733
PAM,PAN ASIA METALS LIMITED,08/10/2020,Materials,60210792
PAN,PANORAMIC RESOURCES LIMITED,14/09/2001,Materials,358909951
PAR,PARADIGM BIOPHARMACEUTICALS LIMITED..,19/08/2015,"Pharmaceuticals, Biotechnology & Life Sciences",399012533
PAT,PATRIOT LITHIUM LIMITED,,Materials,0
PBH,POINTSBET HOLDINGS LIMITED,12/06/2019,Consumer Services,614415335
PBL,PARABELLUM RESOURCES LIMITED,29/11/2021,Materials,27412000
PBP,PROBIOTEC LIMITED,14/11/2006,"Pharmaceuticals, Biotechnology & Life Sciences",190296770
PCG,PENGANA CAPITAL GROUP LIMITED,28/02/2001,Diversified Financials,179478254
PCI,PERPETUAL CREDIT INCOME TRUST,14/05/2019,Not Applic,386934006
PCK,PAINCHEK LTD,01/05/2012,Health Care Equipment & Services,49263405
PCL,PANCONTINENTAL ENERGY NL,11/09/1986,Energy,37771114
PDI,PREDICTIVE DISCOVERY LIMITED,01/12/2010,Materials,337988378
PDL,PENDAL GROUP LIMITED,10/12/2007,Diversified Financials,1900421470
PDN,PALADIN ENERGY LTD,29/03/1994,Energy,2339198602
PE1,PENGANA PRIVATE EQUITY TRUST,30/04/2019,Not Applic,438716784
PEB,PACIFIC EDGE LIMITED,27/09/2021,"Pharmaceuticals, Biotechnology & Life Sciences",360530197
PEC,PERPETUAL RESOURCES LIMITED,28/02/2013,Materials,12883615
PEK,PEAK RARE EARTHS LIMITED,29/11/2006,Materials,98490555
PEN,PENINSULA ENERGY LIMITED,26/05/1994,Energy,129827441
PET,PHOSLOCK ENVIRONMENTAL TECHNOLOGIES LIMITED,16/08/2002,Commercial & Professional Services,21853668
PEX,PEEL MINING LIMITED,17/05/2007,Materials,95826698
PF1,PATHFINDER RESOURCES LTD,04/11/2020,Materials,N/A
PFE,PANTERA MINERALS LIMITED,05/08/2021,Materials,9420134
PFG,PRIME FINANCIAL GROUP LIMITED,07/12/2004,Diversified Financials,48263640
PFP,PROPEL FUNERAL PARTNERS LIMITED,23/11/2017,Consumer Services,528460755
PFT,PURE FOODS TASMANIA LIMITED,19/12/2005,"Food, Beverage & Tobacco",17966940
PG1,PEARL GLOBAL LIMITED,02/11/2006,Commercial & Professional Services,15795396
PGC,PARAGON CARE LIMITED,15/10/1999,Health Care Equipment & Services,233002805
PGD,PEREGRINE GOLD LTD,31/03/2021,Materials,23084865
PGF,PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED,12/12/2013,Not Applic,642823310
PGG,PARTNERS GROUP GLOBAL INCOME FUND,26/09/2019,Not Applic,415448213
PGH,PACT GROUP HOLDINGS LTD,17/12/2013,Materials,380440509
PGL,PROSPA GROUP LIMITED.,11/06/2019,Diversified Financials,101224735
PGM,PLATINA RESOURCES LIMITED,29/05/2006,Materials,12463607
PGO,PACGOLD LIMITED,08/07/2021,Materials,26740226
PGY,PILOT ENERGY LIMITED,20/04/2006,Energy,11061516
PH2,PURE HYDROGEN CORPORATION LIMITED,12/03/2013,Energy,74860862
PHL,PROPELL HOLDINGS LIMITED,14/04/2021,Diversified Financials,5175287
PHO,PHOSCO LTD,17/12/2009,Materials,34088795
PIA,PENGANA INTERNATIONAL EQUITIES LIMITED,19/03/2004,Not Applic,243507080
PIC,PERPETUAL EQUITY INVESTMENT COMPANY LIMITED,18/12/2014,Not Applic,451066681
PIL,PEPPERMINT INNOVATION LIMITED,29/05/2008,Software & Services,18340712
PIM,PINNACLE MINERALS LIMITED,23/03/2022,Materials,4365024
PIQ,PROTEOMICS INTERNATIONAL LABORATORIES LTD,16/04/2015,"Pharmaceuticals, Biotechnology & Life Sciences",101140124
PKD,PARKD LTD,06/12/2017,Commercial & Professional Services,2004003
PKO,PEAKO LIMITED,02/12/2009,Materials,4929799
PL3,PATAGONIA LITHIUM LTD,,Class Pend,0
PL8,PLATO INCOME MAXIMISER LIMITED.,05/05/2017,Not Applic,651580547
PLG,PEARL GULL IRON LIMITED,20/09/2021,Materials,2060557
PLL,PIEDMONT LITHIUM INC.,28/03/1983,Materials,1280648499
PLS,PILBARA MINERALS LIMITED,19/09/2007,Materials,13445893626
PLT,PLENTI GROUP LIMITED,23/09/2020,Diversified Financials,90181510
PLY,PLAYSIDE STUDIOS LIMITED,17/12/2020,Media & Entertainment,270391272
PMC,PLATINUM CAPITAL LIMITED,29/06/1994,Not Applic,374315723
PME,PRO MEDICUS LIMITED,10/10/2000,Health Care Equipment & Services,6190743958
PMT,PATRIOT BATTERY METALS INC.,,Materials,0
PMV,PREMIER INVESTMENTS LIMITED,15/12/1987,Retailing,4065005034
PNC,PIONEER CREDIT LIMITED,01/05/2014,Diversified Financials,34142948
PNI,PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED,19/06/2007,Diversified Financials,1795724661
PNM,PACIFIC NICKEL MINES LIMITED,26/11/2002,Materials,24366401
PNN,POWER MINERALS LIMITED,15/04/2005,Materials,40768981
PNR,PANTORO LIMITED,21/05/1987,Materials,196110345
PNT,PANTHER METALS LTD,10/12/2021,Materials,10105625
PNV,POLYNOVO LIMITED,26/11/1998,Health Care Equipment & Services,1314306385
PNX,PNX METALS LIMITED,12/02/2008,Materials,22220289
PO3,PURIFLOH LIMITED,30/12/2010,Utilities,11033224
POD,PODIUM MINERALS LIMITED,28/02/2018,Materials,43752660
POL,POLYMETALS RESOURCES LTD,29/06/2021,Materials,16113225
POS,POSEIDON NICKEL LIMITED,29/11/1993,Materials,125622341
POW,PROTEAN ENERGY LIMITED,21/12/2006,Capital Goods,N/A
PPC,PEET LIMITED,05/08/2004,Real Estate,541516524
PPE,PEOPLEIN LIMITED,22/11/2017,Commercial & Professional Services,325901771
PPG,PRO-PAC PACKAGING LIMITED,27/04/2005,Materials,61773822
PPH,PUSHPAY HOLDINGS LIMITED,12/10/2016,Software & Services,1352256315
PPK,PPK GROUP LIMITED,21/12/1994,Capital Goods,132594600
PPL,PUREPROFILE LTD,29/07/2015,Media & Entertainment,44393574
PPM,PEPPER MONEY LIMITED,25/05/2021,Banks,637514360
PPS,PRAEMIUM LIMITED,11/05/2006,Software & Services,429465963
PPT,PERPETUAL LIMITED,24/06/1964,Diversified Financials,1415510885
PPY,PAPYRUS AUSTRALIA LIMITED,15/04/2005,Materials,23481367
PR1,PURE RESOURCES LIMITED,21/04/2022,Materials,8812502
PRL,PROVINCE RESOURCES LTD,09/02/1994,Materials,79160041
PRM,PROMINENCE ENERGY LIMITED,23/01/1992,Energy,2424609
PRN,PERENTI LIMITED,06/01/1994,Materials,744125464
PRO,PROPHECY INTERNATIONAL HOLDINGS LIMITED,22/04/1998,Software & Services,52999872
PRS,PROSPECH LIMITED.,04/12/2020,Materials,3090451
PRT,PRT COMPANY LIMITED,30/08/1984,Media & Entertainment,N/A
PRU,PERSEUS MINING LIMITED,22/09/2004,Materials,3020864740
PRX,PRODIGY GOLD NL,21/08/1986,Materials,19226711
PSC,PROSPECT RESOURCES LIMITED,04/12/2009,Materials,71650217
PSI,PSC INSURANCE GROUP LIMITED,15/12/2015,Insurance,1727418942
PSL,PATERSON RESOURCES LTD,18/10/2006,Materials,10177758
PSQ,PACIFIC SMILES GROUP LIMITED,21/11/2014,Health Care Equipment & Services,252139462
PTB,PTB GROUP LIMITED,18/12/2006,Capital Goods,206068952
PTG,PROPTECH GROUP LIMITED,10/12/2015,Software & Services,84460555
PTL,PENTAL LIMITED,29/08/2000,Household & Personal Products,68183800
PTM,PLATINUM ASSET MANAGEMENT LIMITED,23/05/2007,Diversified Financials,1058955415
PTR,PETRATHERM LTD,27/07/2004,Materials,13485068
PTX,PRESCIENT THERAPEUTICS LIMITED,19/12/1986,"Pharmaceuticals, Biotechnology & Life Sciences",107971432
PUA,PEAK MINERALS LIMITED,17/07/2003,Materials,6248225
PUR,PURSUIT MINERALS LTD,10/09/2008,Materials,10979971
PV1,PROVARIS ENERGY LTD,21/03/2005,Energy,29607145
PVE,PO VALLEY ENERGY LIMITED,14/12/2004,Energy,69986841
PVL,POWERHOUSE VENTURES LIMITED,12/10/2016,Diversified Financials,6761618
PVS,PIVOTAL SYSTEMS CORPORATION,02/07/2018,Semiconductors & Semiconductor Equipment,10846255
PVT,PIVOTAL METALS LIMITED,26/07/2018,Materials,14246548
PVW,PVW RESOURCES LIMITED,12/11/2009,Materials,11560250
PWH,PWR HOLDINGS LIMITED,18/11/2015,Automobiles & Components,1129278825
PWN,PARKWAY CORPORATE LIMITED,13/05/2011,Materials,17706244
PWR,PETER WARREN AUTOMOTIVE HOLDINGS LIMITED,27/04/2021,Retailing,495131288
PXA,PEXA GROUP LIMITED,01/07/2021,Real Estate,2525119221
PXS,PHARMAXIS LTD,10/11/2003,"Pharmaceuticals, Biotechnology & Life Sciences",39979928
PXX,POLARX LIMITED,21/12/2012,Materials,6293736
PXXN,POLARX LIMITED,21/12/2012,Materials,6293736
PYC,PYC THERAPEUTICS LIMITED,30/03/2005,"Pharmaceuticals, Biotechnology & Life Sciences",235388532
PYR,PAYRIGHT LIMITED,23/12/2020,Diversified Financials,5358887
QAL,QUALITAS LIMITED,16/12/2021,Diversified Financials,720300000
QAN,QANTAS AIRWAYS LIMITED,31/07/1995,Transportation,11674616681
QBE,QBE INSURANCE GROUP LIMITED,28/06/1973,Insurance,19241806997
QEM,QEM LIMITED,19/10/2018,Materials,24325842
QFE,QUICKFEE LIMITED,11/07/2019,Diversified Financials,16731426
QGL,QUANTUM GRAPHITE LIMITED,06/01/2014,Materials,156128850
QHL,QUICKSTEP HOLDINGS LIMITED,17/10/2005,Capital Goods,32994058
QIP,QANTM INTELLECTUAL PROPERTY LIMITED,31/08/2016,Commercial & Professional Services,123817447
QML,QMINES LIMITED,06/05/2021,Materials,24038018
QPM,QUEENSLAND PACIFIC METALS LIMITED,14/03/2008,Materials,209561751
QRI,QUALITAS REAL ESTATE INCOME FUND,27/11/2018,Not Applic,531339941
QUB,QUBE HOLDINGS LIMITED,04/01/2007,Transportation,4873504566
QUE,QUESTE COMMUNICATIONS LIMITED,11/11/1998,Diversified Financials,676808
QVE,QV EQUITIES LIMITED,22/08/2014,Not Applic,210563508
QXR,QX RESOURCES LIMITED,17/02/2011,Materials,49384290
R3D,R3D RESOURCES LIMITED,17/12/2004,Media & Entertainment,9439834
R8R,REGENER8 RESOURCES NL,08/07/2022,Materials,7740400
RAC,RACE ONCOLOGY LTD,13/07/2016,"Pharmaceuticals, Biotechnology & Life Sciences",351400361
RAD,RADIOPHARM THERANOSTICS LIMITED,25/11/2021,"Pharmaceuticals, Biotechnology & Life Sciences",36138818
RAG,RAGNAR METALS LIMITED,31/03/2005,Materials,6446143
RAN,RANGE INTERNATIONAL LIMITED,22/07/2016,Materials,5635742
RAS,RAGUSA MINERALS LTD,13/07/2010,Diversified Financials,16539769
RB6,RUBIX RESOURCES LIMITED,23/12/2021,Materials,5417250
RBD,RESTAURANT BRANDS NEW ZEALAND LIMITED,28/09/2017,Consumer Services,810930400
RBL,REDBUBBLE LIMITED,16/05/2016,Retailing,152746123
RBR,RBR GROUP LIMITED,02/02/2007,Materials,5174011
RBX,RESOURCE BASE LIMITED.,12/07/2021,Materials,5604235
RC1,REDCASTLE RESOURCES LIMITED,21/03/2003,Materials,4267694
RCE,RECCE PHARMACEUTICALS LTD,15/01/2016,"Pharmaceuticals, Biotechnology & Life Sciences",120203534
RCL,READCLOUD LIMITED,07/02/2018,Software & Services,14596791
RCR,RINCON RESOURCES LIMITED,21/12/2020,Materials,7297043
RCT,REEF CASINO TRUST,11/02/1994,Consumer Services,150897139
RCW,RIGHTCROWD LIMITED,18/09/2017,Software & Services,14424369
RDG,RESOURCE DEVELOPMENT GROUP LIMITED,19/05/2011,Capital Goods,167336744
RDM,RED METAL LIMITED,27/10/2003,Materials,16945830
RDN,RAIDEN RESOURCES LIMITED,12/03/1987,Materials,11582077
RDS,REDSTONE RESOURCES LIMITED,03/08/2006,Materials,6631492
RDT,RED DIRT METALS LIMITED,03/11/2017,Materials,187991973
RDY,READYTECH HOLDINGS LIMITED,17/04/2019,Software & Services,451571311
REA,REA GROUP LTD,01/12/1999,Media & Entertainment,16217388387
REC,RECHARGE METALS LIMITED,11/10/2021,Materials,6378750
RED,RED 5 LIMITED,16/10/1996,Materials,474778841
REE,RAREX LIMITED,11/07/2007,Materials,30128102
REG,REGIS HEALTHCARE LIMITED,07/10/2014,Health Care Equipment & Services,586770842
REH,REECE LIMITED,01/01/1974,Capital Goods,10012754806
REM,REMSENSE TECHNOLOGIES LIMITED,02/11/2021,Capital Goods,11443428
REP,RAM ESSENTIAL SERVICES PROPERTY FUND,20/10/2021,Real Estate,385602230
REX,REGIONAL EXPRESS HOLDINGS LIMITED,09/11/2005,Transportation,151753964
REY,REY RESOURCES LIMITED,05/06/2006,Energy,33908406
REZ,RESOURCES & ENERGY GROUP LIMITED,11/03/2005,Materials,8496698
RF1,REGAL INVESTMENT FUND,17/06/2019,Not Applic,559992137
RFA,RARE FOODS AUSTRALIA LIMITED,14/11/2017,"Food, Beverage & Tobacco",16862394
RFF,RURAL FUNDS GROUP,14/02/2014,Real Estate,982159854
RFG,RETAIL FOOD GROUP LIMITED,22/06/2006,Consumer Services,123569206
RFT,RECTIFIER TECHNOLOGIES LTD,22/09/1994,Capital Goods,57779425
RFXDA,REDFLOW LIMITED,14/12/2010,Capital Goods,0
RG8,REGAL ASIAN INVESTMENTS LIMITED,13/11/2019,Not Applic,428033685
RGI,ROTO-GRO INTERNATIONAL LIMITED,10/02/2017,Capital Goods,N/A
RGL,RIVERSGOLD LIMITED,10/10/2017,Materials,32145902
RGN,REGION GROUP,26/11/2012,Real Estate,3103320060
RGS,REGENEUS LTD,19/09/2013,"Pharmaceuticals, Biotechnology & Life Sciences",13483224
RHC,RAMSAY HEALTH CARE LIMITED,24/09/1997,Health Care Equipment & Services,14978018775
RHI,RED HILL IRON LIMITED,14/02/2006,Materials,264886818
RHT,RESONANCE HEALTH LIMITED,23/10/1987,Health Care Equipment & Services,28130126
RHY,RHYTHM BIOSCIENCES LIMITED,07/12/2017,Health Care Equipment & Services,241056024
RIC,RIDLEY CORPORATION LIMITED,13/08/1987,"Food, Beverage & Tobacco",615027827
RIE,RIEDEL RESOURCES LIMITED,31/01/2011,Materials,10653656
RIM,RIMFIRE PACIFIC MINING LIMITED,04/03/1997,Materials,14449958
RIO,RIO TINTO LIMITED,19/09/1962,Materials,40028244571
RKN,RECKON LIMITED,19/07/1999,Software & Services,63445106
RLC,REEDY LAGOON CORPORATION LIMITED,22/06/2007,Materials,6131696
RLF,RLF AGTECH LTD,21/04/2022,Materials,29589324
RLG,ROOLIFE GROUP LTD,16/11/2016,Media & Entertainment,8426770
RLT,RENERGEN LIMITED,06/06/2019,Energy,279473515
RMC,RESIMAC GROUP LTD,19/03/2001,Banks,392188855
RMD,RESMED INC,25/11/1999,Health Care Equipment & Services,49145264575
RMI,RESOURCE MINING CORPORATION LIMITED,14/02/1985,Materials,47313671
RML,RESOLUTION MINERALS LTD,22/09/2017,Materials,8477970
RMS,RAMELIUS RESOURCES LIMITED,31/03/2003,Materials,758897772
RMX,RED MOUNTAIN MINING LIMITED,01/09/2011,Materials,8211819
RMY,RMA GLOBAL LIMITED,05/07/2018,Media & Entertainment,67110349
RND,RAND MINING LIMITED,15/08/1985,Materials,76782547
RNE,RENU ENERGY LIMITED,12/09/2002,Utilities,25523829
RNO,RHINOMED LIMITED,21/09/2007,"Pharmaceuticals, Biotechnology & Life Sciences",32857765
RNT,RENT.COM.AU LIMITED,26/05/1994,Media & Entertainment,17186988
RNU,RENASCOR RESOURCES LIMITED,15/12/2010,Energy,635675744
RNX,RENEGADE EXPLORATION LIMITED,14/11/2006,Materials,5350103
ROC,ROCKETBOOTS LIMITED,07/12/2021,Software & Services,6326250
ROG,RED SKY ENERGY LIMITED.,23/05/2007,Energy,26511136
RON,RONIN RESOURCES LTD,16/12/2021,Materials,5850627
ROO,ROOTS SUSTAINABLE AGRICULTURAL TECHNOLOGIES LTD,07/12/2017,Capital Goods,2056265
RPG,RAPTIS GROUP LIMITED,17/07/1986,Real Estate,2095050
RPL,REGAL PARTNERS LIMITED,21/06/2019,Diversified Financials,840128405
RPM,RPM AUTOMOTIVE GROUP LIMITED,10/11/1983,Automobiles & Components,32673871
RR1,REACH RESOURCES LIMITED,06/11/2002,Materials,7640203
RRL,REGIS RESOURCES LIMITED,19/02/1987,Materials,1460975165
RRR,REVOLVER RESOURCES HOLDINGS LTD,23/09/2021,Materials,51224199
RSG,RESOLUTE MINING LIMITED,11/01/1979,Materials,298192323
RSH,RESPIRI LIMITED,14/07/2000,Health Care Equipment & Services,32850690
RTE,RETECH TECHNOLOGY CO. LIMITED,22/06/2017,Consumer Services,N/A
RTG,RTG MINING INC.,05/06/2014,Materials,38570593
RTH,RAS TECHNOLOGY HOLDINGS LIMITED,23/11/2021,Commercial & Professional Services,25911393
RTR,RUMBLE RESOURCES LIMITED,01/07/2011,Materials,140610499
RUL,RPMGLOBAL HOLDINGS LIMITED,27/05/2008,Software & Services,391234668
RVR,RED RIVER RESOURCES LIMITED,15/07/2005,Materials,N/A
RVS,REVASUM INC.,04/12/2018,Semiconductors & Semiconductor Equipment,14828332
RVT,RICHMOND VANADIUM TECHNOLOGY LIMITED,,Class Pend,0
RWC,RELIANCE WORLDWIDE CORPORATION LIMITED,29/04/2016,Capital Goods,2409789033
RWD,REWARD MINERALS LTD,12/12/1991,Materials,19530269
RWL,RUBICON WATER LIMITED,02/09/2021,Technology Hardware & Equipment,149540040
RXH,REWARDLE HOLDINGS LIMITED,07/10/2014,Media & Entertainment,6315858
RXL,ROX RESOURCES LIMITED,27/04/2004,Materials,32162098
RXM,REX MINERALS LIMITED,20/09/2007,Materials,142269021
RYD,RYDER CAPITAL LIMITED,28/09/2015,Not Applic,101450611
RZI,RAIZ INVEST LIMITED,21/06/2018,Diversified Financials,38312641
S2R,S2 RESOURCES LTD,19/10/2015,Materials,57067977
S32,SOUTH32 LIMITED,18/05/2015,Materials,18669379190
S3N,SENSORE LTD.,11/02/2022,Class Pend,29007736
S66,STAR COMBO PHARMA LIMITED,16/05/2018,Household & Personal Products,17560788
SAN,SAGALIO ENERGY LIMITED,15/12/2011,Energy,2660582
SAU,SOUTHERN GOLD LIMITED,21/04/2005,Materials,6933183
SB2,SALTER BROTHERS EMERGING COMPANIES LIMITED,16/06/2021,Not Applic,65779403
SBM,ST BARBARA LIMITED,15/05/1969,Materials,526346861
SBR,SABRE RESOURCES LIMITED,17/12/1987,Materials,11659424
SBW,SHEKEL BRAINWEIGH LTD,20/11/2018,Software & Services,18493813
SCG,SCENTRE GROUP,25/06/2014,Real Estate,15259712317
SCL,SCHROLE GROUP LTD,11/11/2013,Software & Services,14167754
SCN,SCORPION MINERALS LIMITED,07/03/2007,Materials,25027964
SCT,SCOUT SECURITY LIMITED,25/08/2017,Consumer Services,7785405
SCU,STEMCELL UNITED LIMITED,13/06/2000,"Pharmaceuticals, Biotechnology & Life Sciences",N/A
SCUN,STEMCELL UNITED LIMITED,13/06/2000,"Pharmaceuticals, Biotechnology & Life Sciences",N/A
SDF,STEADFAST GROUP LIMITED,02/08/2013,Insurance,5529083473
SDG,SUNLAND GROUP LIMITED,28/02/1995,Real Estate,233430723
SDI,SDI LIMITED,07/11/1985,Health Care Equipment & Services,102818683
SDR,SITEMINDER LIMITED,08/11/2021,Consumer Services,822497165
SDV,SCIDEV LTD,02/05/2002,Materials,56874503
SE1,SENSERA LIMITED,23/12/2016,Semiconductors & Semiconductor Equipment,N/A
SEC,SPHERIA EMERGING COMPANIES LIMITED,05/12/2017,Not Applic,113383943
SEG,SPORTS ENTERTAINMENT GROUP LIMITED,28/11/2000,Media & Entertainment,62666887
SEK,SEEK LIMITED,19/04/2005,Media & Entertainment,7885429824
SEN,SENETAS CORPORATION LIMITED,21/06/1984,Technology Hardware & Equipment,46124234
SEQ,SEQUOIA FINANCIAL GROUP LTD,19/09/2000,Diversified Financials,71415501
SER,STRATEGIC ENERGY RESOURCES LIMITED,15/08/1991,Materials,5694874
SES,SECOS GROUP LTD,21/11/1996,Materials,64308223
SFC,SCHAFFER CORPORATION LIMITED,01/01/1974,Automobiles & Components,243816383
SFG,SEAFARMS GROUP LIMITED,14/06/1990,"Food, Beverage & Tobacco",38692793
SFM,SANTA FE MINERALS LTD,07/10/2011,Materials,5971141
SFR,SANDFIRE RESOURCES LIMITED,04/03/2004,Materials,2277945104
SFX,SHEFFIELD RESOURCES LIMITED,15/12/2010,Materials,206219595
SGA,SARYTOGAN GRAPHITE LIMITED,18/07/2022,Materials,31135282
SGC,SACGASCO LIMITED,11/10/2005,Energy,8556533
SGF,SG FLEET GROUP LIMITED,04/03/2014,Commercial & Professional Services,601893459
SGH,SLATER & GORDON LIMITED,21/05/2007,Consumer Services,75731100
SGI,STEALTH GLOBAL HOLDINGS LTD,02/10/2018,Capital Goods,12961000
SGLLV,RICEGROWERS LIMITED,08/04/2019,"Food, Beverage & Tobacco",410593580
SGM,SIMS LIMITED,21/10/2005,Materials,2493503486
SGP,STOCKLAND,19/02/1987,Real Estate,9071252316
SGQ,ST GEORGE MINING LIMITED,16/11/2010,Materials,55400157
SGR,THE STAR ENTERTAINMENT GROUP LIMITED,06/06/2011,Consumer Services,2570438367
SHA,SHAPE AUSTRALIA CORPORATION LIMITED,17/12/2021,Capital Goods,125233890
SHE,STONEHORSE ENERGY LIMITED,24/07/2000,Energy,9582441
SHG,SINGULAR HEALTH GROUP LTD,12/02/2021,Health Care Equipment & Services,12849858
SHH,SHREE MINERALS LIMITED,18/02/2010,Materials,11146382
SHJ,SHINE JUSTICE LTD,15/05/2013,Consumer Services,187122757
SHL,SONIC HEALTHCARE LIMITED,30/04/1987,Health Care Equipment & Services,15229314556
SHM,SHRIRO HOLDINGS LIMITED,23/06/2015,Consumer Durables & Apparel,72672826
SHN,SUNSHINE GOLD LIMITED,25/01/2002,Materials,20248068
SHO,SPORTSHERO LIMITED,12/06/2008,Media & Entertainment,13675065
SHP,SOUTH HARZ POTASH LTD,20/01/2017,Materials,26375559
SHV,SELECT HARVESTS LIMITED,15/06/1978,"Food, Beverage & Tobacco",526136058
SI6,SI6 METALS LIMITED,18/01/2008,Materials,7476973
SIG,SIGMA HEALTHCARE LIMITED,30/10/2002,Health Care Equipment & Services,667344142
SIH,SIHAYO GOLD LIMITED,31/03/1988,Materials,12204256
SIO,SIMONDS GROUP LIMITED,17/11/2014,Consumer Durables & Apparel,16931941
SIQ,SMARTGROUP CORPORATION LTD,02/07/2014,Commercial & Professional Services,637609587
SIS,SIMBLE SOLUTIONS LIMITED,22/02/2018,Software & Services,5127994
SIT,SITE GROUP INTERNATIONAL LIMITED,21/08/1987,Consumer Services,3153735
SIV,SIV CAPITAL LIMITED,31/05/2005,Capital Goods,9233804
SIX,SPRINTEX LIMITED,29/05/2008,Automobiles & Components,7121921
SKC,SKYCITY ENTERTAINMENT GROUP LIMITED,29/03/1999,Consumer Services,2006941752
SKF,SKYFII LTD,17/12/1999,Software & Services,27238381
SKN,SKIN ELEMENTS LIMITED,06/01/2017,Household & Personal Products,5127484
SKO,SERKO LIMITED,25/06/2018,Software & Services,266133953
SKS,SKS TECHNOLOGIES GROUP LIMITED,01/01/1974,Capital Goods,21329520
SKT,SKY NETWORK TELEVISION LIMITED.,04/07/2005,Media & Entertainment,308615165
SKY,SKY METALS LIMITED,11/03/2004,Materials,20723091
SLA,SILK LASER AUSTRALIA LIMITED,15/12/2020,Health Care Equipment & Services,106242354
SLB,STELAR METALS LIMITED,18/03/2022,Class Pend,7063000
SLC,SUPERLOOP LIMITED,04/06/2015,Telecommunication Services,369168552
SLH,SILK LOGISTICS HOLDINGS LIMITED,09/07/2021,Transportation,174959332
SLM,SOLIS MINERALS LTD.,24/12/2021,Materials,4353599
SLR,SILVER LAKE RESOURCES LIMITED,14/11/2007,Materials,1129639365
SLS,SOLSTICE MINERALS LIMITED,02/05/2022,Materials,16045889
SLX,SILEX SYSTEMS LIMITED,07/05/1998,Semiconductors & Semiconductor Equipment,570764655
SLZ,SULTAN RESOURCES LTD,16/08/2018,Materials,6662751
SM1,SYNLAIT MILK LIMITED,25/11/2016,"Food, Beverage & Tobacco",607657018
SMI,SANTANA MINERALS LIMITED,31/05/2013,Materials,102656543
SMN,STRUCTURAL MONITORING SYSTEMS PLC,16/08/2004,Technology Hardware & Equipment,57697239
SMP,SMARTPAY HOLDINGS LIMITED,04/09/2013,Software & Services,216839316
SMR,STANMORE RESOURCES LIMITED,09/12/2009,Energy,2307537147
SMS,STAR MINERALS LIMITED,27/10/2021,Materials,3710000
SMX,SECURITY MATTERS LIMITED,15/10/2018,Software & Services,25186730
SNC,SANDON CAPITAL INVESTMENTS LIMITED,23/12/2013,Not Applic,94791863
SND,SAUNDERS INTERNATIONAL LIMITED,05/12/2007,Capital Goods,126528698
