moneysmartID,title,accountNames,accountNumbers,accountBanks,billerCode,merchantId,acquirerId,terminalId,moneysmartUrl,addresses,websites,emails,phones,fax,aliases,comment,legacyDetails,legacyAccountNumbers,legacyAliases,dateAdded,dateUpdated
2888,Knight & McKenzie Partners,,,,,,,,/companies-you-should-not-deal-with/knight-mckenzie-partners,,,,,,,,2 Shiba-Koen Building 3-4-30 Shibakouen Minato-kuTokyo 105-0011 JapanP: +81 (3) 4590 0942info@knightmackenzie.comwww.knightmackenzie.comAccount name: Yisite Trade LimitedAccount number: 864506012987Bank name: Industrial &amp; Commerical Bank of China (Asia) LtdAccount name: Lupeng Trading LtdAccount number: 53893143272Bank name: Bank of Communications Co LtdAccount name: Jinrunjia LimitedAccount number: 871506002210Bank name: Industrial &amp; Commerical Bank of China (Asia) LtdAccount name: Vaha Trade LtdAccount number: 871506002469Bank name: Industrial &amp; Commerical Bank of China (Asia) LtdAccount name: Changhongda LtdAccount number: 871506002142Bank name: ICBC (Asia) Account name: Win force Enterprises LimitedAccount number: 000106251Bank name: DBS BankAccount name: Zhaojun Trade Co LtdAccount number: 53593097080Bank name: Bank of Communications Co Ltd,864506012987|53893143272|871506002210|871506002469,Yisite Trade Limited|Lupeng Trading Ltd|Jinrunjia Limited|Vaha Trade Ltd, ,25-Oct-19
2889,Knowle Sachs & Company,,,,,,,,/companies-you-should-not-deal-with/knowle-sachs-company,,,,,,,,(Information suggests were taken over by Dukes &amp; Company Securities Ltd)C/- Suite 17  21 Herrera StreetConer ValeroSalcedo VillageMakati  Metro ManilaPhilippinesandOther offices or mail addresses in Hong Kong  Cayman Islands and Switzerland.,,, ,24-Oct-19
2890,Koenig Rowe – Campbell Alliance,,,,,,,,/companies-you-should-not-deal-with/koenig-rowe-campbell-alliance,,,,,,,,51 Cyrus Street  London EC1V 0HS UK www.krc-alliance.com/Account name: Weihuang International Limited Account No.: 503 273 245301 Bank name: Chinese Banking Corporation,503 273 245301,Weihuang International Limited, ,23-Aug-19
2891,Kohler Commodities,,,,,,,,/companies-you-should-not-deal-with/kohler-commodities,,,,,,,,16  Bd d'Avranches 1511 Luxembourg Luxembourg Tel: +352 20881478 Fax: +352 24611981 http://www.kohlercommodities.com/ info@kohlercommodities.com,,, ,23-Aug-19
2892,KontoFX,,,,,,,,/companies-you-should-not-deal-with/kontofx,,,,,,,,(also known as NTMT Transformatic Markets OU)Address: Harju maakond  Tallinn Kesklinna Iinnaosa  Parda tn 4 10151 EstoniaNorthside Business Centres 2nd and 4th floor BC91 Office building Vaci ut 91 Budapest 1139 HungaryEmail: info@kontofx.info support@kontofx.infoWebsite: https://www.kontofx.com/,,, ,23-Aug-19
2893,Labanna Capital Management,,,,,,,,/companies-you-should-not-deal-with/labanna-capital-management,,,,,,,,Town Hall Square Rådhuspladsen 16 Copenhagen  Denmark 1550 and Walsin Xinyi Building No.1 Songzhi Road Taipei  Taiwan 110 Ph: (45) 8851 0379 and (886) 2 8722 0068 Fax: (45) 8851 0001 and (886) 2 8722 0099 Email: info@labannacapitalmgmt.com and taiwanoffice@labannacapitalmgmt.com www.labannacapitalmgmt.com/Account name: Labanna Capital Management Account number: 652322801838 Bank name: HSBC HK,6.52323E+11,Labanna Capital Management, ,23-Aug-19
2894,Lakenshare,,,,,,,,/companies-you-should-not-deal-with/lakenshare,,,,,,,,(see Stonewell Finance),,, ,23-Aug-19
2895,Lakeshore Private Equity,,,,,,,,/companies-you-should-not-deal-with/lakeshore-private-equity,,,,,,,,10 North 17th Street Philadelphia PA 19193 USA 215 344 2025 www.lakeshorepe.com,,, ,23-Aug-19
2896,Lambert McMillan Corporation,,,,,,,,/companies-you-should-not-deal-with/lambert-mcmillan-corporation,,,,,,,,80 S 8th Street Ids Center &amp; Crystal Court Building  8th Floor Minneapolis  MN 55402 United States Ph 612 246 4553 Fax 612 465 2241 www.lambertmcmillan.com,,, ,23-Aug-19
2897,Lance Futures,,,,,,,,/companies-you-should-not-deal-with/lance-futures,,,,,,,,Ph: 0011 49 69 2222 7596 or 0011 49 69 2222 7549 cmuller@lancefutures.com ahobbs@lancefutures.com www.lancefutures.com www.ffsauthority.com,,, ,23-Aug-19
2898,Landen Options and Futures,,,,,,,,/companies-you-should-not-deal-with/landen-options-and-futures,,,,,,,,Avenue Louise Louizalaan 149&nbsp; 1050 Brussels support@landenoptions.com www.landenoptions.com Ph: 1 702492374,,, ,23-Aug-19
2899,Landmark Mergers and Acquisitions Inc,,,,,,,,/companies-you-should-not-deal-with/landmark-mergers-and-acquisitions-inc,,,,,,,,445 Park Avenue  NYC  NY  10022 USA Ph: 1 (646) 530-8783 www.landmarkma.com,,, ,23-Aug-19
2900,Larosa Holdings Limited,,,,,,,,/companies-you-should-not-deal-with/larosa-holdings-limited,,,,,,,,(also known as Larosa Group) RBC Centre  32nd Floor  155 Wellington Street West  Toronto  Ontario M5V 3K7 Canada Nassima Tower  5th Floor  Sheikh Zayed Road  Trade Center District  Dubai UAE Ph: (CA): +1 647 694 1010 &amp; (UAE): +971 4311 6854 www.larosa-group.comAccount name: Larosa Holdings Ltd Account number: 19000016045 Bank name: Mashreq Bank PJSCAccount name: Larosa Holdings Ltd Account number: 110580190020 Bank name: Noor Bank,19000016045|110580190020,Larosa Holdings Ltd|Mashreq Bank PJSC|Larosa Holdings Ltd, ,23-Aug-19
2901,Lau Global Services Corporation  MXTrade,,,,,,,,/companies-you-should-not-deal-with/lau-global-services-corporation-mxtrade,,,,,,,,5 Cork St Belize City Belize CA Ph: +442031294080 cs@mxtrade.com,,, ,23-Aug-19
2902,Lawton and Yeung,,,,,,,,/companies-you-should-not-deal-with/lawton-and-yeung,,,,,,,,Ark Hills Sengokuyama Mori Tower 35th Floor  9-10 Roppongi 1-chome Minato-ku  Tokyo  106-0032 Japan Ph: +81 (0) 345 800 929 info@lawtonandyeung.com http://www.lawtonandyeung.com/Account name: First Alliance Consultancy and Trading Inc Account number: 105390156960 Bank name: Banco de Oro Universal Bank  Philippines,1.0539E+11,First Alliance Consultancy and Trading Inc, ,23-Aug-19
2903,Lead Capital Partners,,,,,,,,/companies-you-should-not-deal-with/lead-capital-partners,,,,,,,,1330 6th Avenue New York City NY 10019 USA and 329 Three Pacific Place 1 Queen's Road East Hong Kong Ph: (917) 791-7558 and +852 5808 9372 Email: hello@leadcapitalpartners.com www.leadcapitalpartners.comAccount name: Langley International Account number: 873506003806 Bank name: Industrial and Commercial Bank of China,8.73506E+11,Langley International, ,23-Aug-19
2904,Lee Hamilton & Associates,,,,,,,,/companies-you-should-not-deal-with/lee-hamilton-associates,,,,,,,,4th Floor Palaceside Building 1-1 Hitotsubashi 1-chome CHIYODA-KU TOKYO 100-0003 www.leehamiltonassoc.com,,, ,23-Aug-19
2905,Lexington Direct,,,,,,,,/companies-you-should-not-deal-with/lexington-direct,,,,,,,,Ph: Toll Free Numbers Canada 1-888-544-5428 UK 0-800-051-3882 Australia 1-800-83-7256 New Zealand 0-800-451-841 www.lexingtondirect.com info@lexingtondirect.com,,, ,23-Aug-19
2906,Lexington Pty International Inc,,,,,,,,/companies-you-should-not-deal-with/lexington-pty-international-inc,,,,,,,,The Century Tower 4th Floor Office 401-3B Panama City &nbsp; Panama,,, ,23-Aug-19
2907,LFG Investments Ltd t/a OptionRally,,,,,,,,/companies-you-should-not-deal-with/lfg-investments-ltd-t-a-optionrally,,,,,,,,(trading as OptionRally) 10 Collyer Quay  Level 40  Ocean Financial Centre  Singapore 049315 Ph: +65-3-1080750 sg.contact@optionrally.com www.optionrally.com,,, ,23-Aug-19
2909,Liberty Asset Management,,,,,,,,/companies-you-should-not-deal-with/liberty-asset-management,,,,,,,,One Financial Centre Boston MA 02111 USA website: libertyassetmngt.com Ph: 001.202.478.5308 Fax: 001.202.478.5309,,, ,23-Aug-19
2910,Liberty Assets Inc,,,,,,,,/companies-you-should-not-deal-with/liberty-assets-inc,,,,,,,,3306 South Liberty St New Orleans Louisiana 70115 USA Ph: 1 504 324 1825 Fax: 1 504 324 1878 www.libertyassets.com,,, ,23-Aug-19
2911,Liberty First Financial Services,,,,,,,,/companies-you-should-not-deal-with/liberty-first-financial-services,,,,,,,,(also known as   Inc / Liberty First Foreign Services  Inc / Liberty First Advisory Services  SA) Paris 101-107  5 1a Barcelona 08029 Spain Ph: 34 93 493 5000 Fax: 34 93 493 5002 www.libertyfirst.net,,Liberty First Foreign Services|Liberty First Advisory Services, ,23-Aug-19
2912,Liberty Global Partners,,,,,,,,/companies-you-should-not-deal-with/liberty-global-partners,,,,,,,,Website: www.liberty-global.comAccount name: Liberty Global PartnersAccount no.: 0000245875177Bank name: Branch Banking and Trust Bank,245875177,Liberty Global Partners, ,23-Sep-19
2913,Liberty Securities / Liberty Management Group,,,,,,,,/companies-you-should-not-deal-with/liberty-securities-liberty-management-group,,,,,,,,350 5th Avenue  Suite No. 328 New York City  NY  10118 USA Ph: 1 646502 8696 Fax: 1 646861465 http://www.libertysecurities.org infor@liberty.org,,, ,23-Aug-19
2914,Liberty Venture Holdings,,,,,,,,/companies-you-should-not-deal-with/liberty-venture-holdings,,,,,,,,Address Suite 300 485 Massachusetts Avenue Cambridge  Massachusetts Ph:(857) 403 0313 Fax:(857) 588 7109 www.libertyvh.com,,, ,23-Aug-19
2915,Libor Capital,,,,,,,,/companies-you-should-not-deal-with/libor-capital,,,,,,,,15th Floor 20 Eglinton Avenue West Toronto ON M4R 1K8Ph: +1 647 694 2549 info@liborcapital.com and finance@liborcapital.com www.liborcapital.com/Account name: TCC Global Limited Account number: 796 056604 883 Bank name: Hang Seng Bank,796 056604 883,TCC Global Limited, ,23-Aug-19
2916,Lifex Pharmaceuticals Inc,,,,,,,,/companies-you-should-not-deal-with/lifex-pharmaceuticals-inc,,,,,,,,30775 Bainbridge Road Suite 100 Cleveland OH 44139 USA Ph: +14402017014 www.lifexpharma.orgAccount Name: USSS Trading System Account Number: 001000063028 Bank name: BDO Bank,1000063028,USSS Trading System, ,23-Aug-19
2917,Lincoln Financial Group,,,,,,,,/companies-you-should-not-deal-with/lincoln-financial-group,,,,,,,,Note: This entity is not connected or associated with Lincoln Financial operating in NSW Australia.23F  105 Tun Hwa South Road Section Two  Taipei 106 Taiwan  R.O.C. Tel: 886 2 2784 1600 Fax: 886 2 2784 1602,,, ,23-Aug-19
2918,Lincoln Market Research,,,,,,,,/companies-you-should-not-deal-with/lincoln-market-research,,,,,,,,685 Market Street San Francisco CA 94105 USA Ph: 1 415 874 7832 Fax: 1 415 840 1734 www.lincolnmr.com,,, ,23-Aug-19
2919,Link Mergers & Acquisitions,,,,,,,,/companies-you-should-not-deal-with/link-mergers-acquisitions,,,,,,,,1375 e 9th Street 14th Floor Cleveland OH 44114-1724 1 216 453 2315 1 216 274 6274 contact@us.linkman.comand21 Ichiban-cho Chiyoda-ku TOKYO 102-0082 81 3 4580 2144 81 3 4496 4333,,, ,23-Aug-19
2920,Linx Asset Management,,,,,,,,/companies-you-should-not-deal-with/linx-asset-management,,,,,,,,Lambroekstraat 6  1840 Diegem Brussells Belgium Ph: 32 2 403 4988 Fax: 32 2 706 5557 www.linxasset.com,,, ,23-Aug-19
2921,Live Binary,,,,,,,,/companies-you-should-not-deal-with/live-binary,,,,,,,,(also known as Lbinary) Contact: Stanley Carborne  Senior Broker stanlyc@lbinary.com Skype ID: stanley.carborne Ph: +44 800 048 8507,,, ,23-Aug-19
2922,Lloyds & Lambert Capital   Ventures Inc,,,,,,,,/companies-you-should-not-deal-with/lloyds-lambert-capital-ventures-inc,,,,,,,,27th Floor  85 Chambers St New York  USA And/or 57th Floor 84 Chambers St New York NY 10007 Ph 1 718 337 8473 Fax 1 917 591 86 09 www.lloyds-lambert.com,,, ,23-Aug-19
2923,Lloyds and Barclays  Inc,,,,,,,,/companies-you-should-not-deal-with/lloyds-and-barclays-inc,,,,,,,,Suite 3304  Empire State Building 1350 Fifth Avenue New York  NY 10118 USA Ph: (1) (212) 971 1315 Fax: (1) (212) 971 1327,,, ,23-Aug-19
2924,LM Swiss Direct Ltd (LM Swiss) also known as SwissFX Pro,,,,,,,,/companies-you-should-not-deal-with/lm-swiss-direct-ltd-lm-swiss-also-known-as-swissfx-pro,,,,,,,,(also known as SwissFX Pro) Address: Office 311 NWMS Center 3rd Floor   31 Southampton Row London UK WC1B 5HJ Website: swissfxtrading.com,,, ,23-Aug-19
2925,Locker Capital Management,,,,,,,,/companies-you-should-not-deal-with/locker-capital-management,,,,,,,,Addresses: 37  Rue D'anvers #203 1130 Luxemburg City Luxembourg and 2-9/F  MG Meguro Ekimae Bldg #106  2-15-19 Kamiosaki Shinagawu-ku Tokyo Japan Ph: (352) 208-818-74 and (81) 3-6863-5385 Email: info@locker-cm.com and japan@locker-cm.com Website: www.locker-cm.comAccount name: Locker Global Ltd Account number: 038099 Bank name: Baltikums BankAccount name: LCM Ltd Account number: 950800340836 Bank name: Taipei Fubon Commercial Bank Co Ltd,038099|950800340836,Locker Global Ltd|LCM Ltd, ,23-Aug-19
2926,Locker Global Management,,,,,,,,/companies-you-should-not-deal-with/locker-global-management,,,,,,,,Addresses: 37  Rue D'anvers #203 1130 Luxemburg City Luxembourg and 2-9/F  MG Meguro Ekimae Bldg #106  2-15-19 Kamiosaki Shinagawu-ku Tokyo Japan Ph: (352) 208-818-74 and (81) 3-6863-5385 Website: www.lockerglobal.com (no longer active)Account name: Locker Global Ltd Account number: 038099 Bank name: Baltikums BankAccount name: LCM Ltd Account number: 950800340836 Bank name: Taipei Fubon Commercial Bank Co Ltd,038099|950800340836,Locker Global Ltd|LCM Ltd, ,23-Aug-19
2927,Lockhart Trading Company Limited,,,,,,,,/companies-you-should-not-deal-with/lockhart-trading-company-limited,,,,,,,,(Lockhart Trading) Floor 47 China Online Building 333 Lockhart Road Wan Chai HONG KONG Ph: Hong Kong/Asia 8120 9246 Australia (Asia) Support Centre 61 2 9037 8310 European 44 20 3239 4832 www.lockharttrading.com&nbsp;,,, ,23-Aug-19
2928,London Acquisition Group,,,,,,,,/companies-you-should-not-deal-with/london-acquisition-group,,,,,,,,(also known to trade as London Aquisition Group) 30 Fenchurch Street LONDON&nbsp; UK Ph: +44 20 7043 1874 Fx: +44 20 7526 2062 www.londonag.co.ukAccount number: 3318813080 Account name: Assurance United Group LLC Bank name: Wells Fargo Bank,3318813080,Assurance United Group LLC, ,23-Aug-19
2929,London Aquisition Group,,,,,,,,/companies-you-should-not-deal-with/london-aquisition-group,,,,,,,,(see London Acquisition Group),,, ,23-Aug-19
2930,London Capital Group,,,,,,,,/companies-you-should-not-deal-with/london-capital-group,,,,,,,,8 King Edward Street London EC1A 7BA EnglandP: 00442074567681 www.londoncgroup.com or www.londoncapitalgroupfx.comNote: This entity is not connected or associated with authorised firm  London Capital Group of 77 Grosvenor Street W1K 3JR UK  www.lcg.com. See FCA UK - Unauthorised Firm London Capital Group,,, ,23-Aug-19
2931,Lowe and Lane Asset Management,,,,,,,,/companies-you-should-not-deal-with/lowe-and-lane-asset-management,,,,,,,,10 East Doty Street  Madison  WI 53703 United States of America Phone: 1 (608) 467-5872 Fax: 1 (608) 299-3785 www.lowelane.comandTaikoo Place  979 King's Road Island East  Hong Kong Hong Kong Phone: 852 3678 9859 Fax: 852 3014 4991,,, ,23-Aug-19
2932,Loyal Relations Ltd,,,,,,,,/companies-you-should-not-deal-with/loyal-relations-ltd,,,,,,,,1805 Wheeler House 20 Peddar Street Central Hong Kong,,, ,23-Aug-19
2933,Lucas Strauss Consultants Austria,,,,,,,,/companies-you-should-not-deal-with/lucas-strauss-consultants-austria,,,,,,,,Backerstr. 3 1010 Vienna  Austria Ph: 43 1253 008 3209 Fax: 43 720 883 230 www.lucasstrauss.com,,, ,23-Aug-19
2934,Lucky Pearl Investments Ltd,,,,,,,,/companies-you-should-not-deal-with/lucky-pearl-investments-ltd,,,,,,,,Suite 2303  23 F Great Eagle Centre 23 Harbour Road  Wanchai Hong Kong,,, ,23-Aug-19
2935,Luxembourg Offshore Banking,,,,,,,,/companies-you-should-not-deal-with/luxembourg-offshore-banking,,,,,,,,also known as LUXOSB Limited.http://www.luxinvestmentsptyltd.comhttps://luxosb.comBank accounts:Account name: Sterling Boa TERLING BOA Account number. 890 1306 835 Bank name: Bank of New York N.A.Account name: Family Wealth Visions Private Funds Est Account number: AE540260001025395096304 Bank name: Emirates NBD PJSCAccount name: Trustsecure GmbH Account number. DE42370100500980910505 Bank name: Post Bank KolnAccount name: Workplace Consulting GmbH Account number: DE4044 0100 4604 1262 7461 Bank name: Postbank Dortmund-3 GermanyAccount name: Team Procedure Development Account number: 000259864  1141138782 Bank Name: DBS,890 1306 835|AE540260001025395096304|DE42370100500980910505|DE4044 0100 4604 1262 7461|000259864|1141138782,LUXOSB Limited|Sterling Boa TERLING BOA|Family Wealth Visions Private Funds Est|Trustsecure GmbH|Workplace Consulting GmbH|Team Procedure Development, ,23-Aug-19
2936,LUXOSB Limited,,,,,,,,/companies-you-should-not-deal-with/luxosb-limited,,,,,,,,also known as Luxembourg Offshore Banking.http://www.luxinvestmentsptyltd.comhttps://luxosb.comBank accounts:Account name: Sterling Boa TERLING BOA Account number. 890 1306 835 Bank name: Bank of New York N.A.Account name: Family Wealth Visions Private Funds Est Account number: AE540260001025395096304 Bank name: Emirates NBD PJSCAccount name: Trustsecure GmbH Account number. DE42370100500980910505 Bank name: Post Bank KolnAccount name: Workplace Consulting GmbH Account number: DE4044 0100 4604 1262 7461 Bank name: Postbank Dortmund-3 GermanyAccount name: Team Procedure Development Account number: 000259864  1141138782 Bank Name: DBS,890 1306 835|AE540260001025395096304|DE42370100500980910505|DE4044 0100 4604 1262 7461|000259864|1141138782,Luxembourg Offshore Banking|Sterling Boa TERLING BOA|Family Wealth Visions Private Funds Est|Trustsecure GmbH|Workplace Consulting GmbH|Team Procedure Development, ,23-Aug-19
2937,L-V Partners,,,,,,,,/companies-you-should-not-deal-with/l-v-partners,,,,,,,,1 Royal Exchange Building  London EC3V 3LF UK 250 Commercial Street  Suite 3012 Manchester NH 03101 UK 300 Brickstone Square  Suite 201  Andover  MA 01810P: +44 3308 280185 admin@l-vl-partners.com or&nbsp;info@l-vpartners.com www.l-vpartners.comAccount name: Cedar Consultants Pte Ltd Account number: 503317299301 Bank name: Overseas Chinese Banking Corporation OCBCAccount name: Lecran Limited Account number: 924036601883 Bank name: Hang Seng Bank Limited HKAccount name: AWDH Trading Limited Account no: 7886898530 Bank name: DBS Bank (Hong Kong) LimitedBeneficiary: Hua You United Limited Account number: 933061202883 Bank name: Hang Seng Bank Limited,503317299301|924036601883|7886898530|933061202883,Cedar Consultants Pte Ltd|Lecran Limited|AWDH Trading Limited|Hua You United Limited, ,23-Aug-19
2938,Lynx Limited,,,,,,,,/companies-you-should-not-deal-with/lynx-limited,,,,,,,,Asia House 31-33 Lime St London EC3M 7HT United Kingdom 4402074794821 www.lynxcommodities.com,,, ,23-Aug-19
2939,Lyon Group Inc  The,,,,,,,,/companies-you-should-not-deal-with/lyon-group-inc-the,,,,,,,,Suite 289  10700 Richmond  HOUSTON  TEXAS USA Ph 1 832 497 5159 Fax 1 832 487 1709 www.thelyongroupinc.com,,, ,23-Aug-19
2940,M6 Trading Group Pty Ltd,,,,,,,,/companies-you-should-not-deal-with/m6-trading-group-pty-ltd,,,,,,,,IBM Building  Level 3  1060 Hay Street West Perth WA 6005 www.m6securitiesgroup.com trade@m6securitiesgroup.com www.mypolice.qld.gov.au/blog/2014/02/06/arrests-taskforce-maximas-criminal-economy-team/,,, ,23-Aug-19
2941,Macmar Investment Corporation,,,,,,,,/companies-you-should-not-deal-with/macmar-investment-corporation,,,,,,,,(linked to Global Options S.A)(Note: This company is not connected and should not be confused with the legitimate firm Macmar Investment Corporation of 2482 11th St. SW  Akron  OH 44314  USA Ph: 1 330 622 5817  which is a registered Broker-Dealer in the USA (CRD#46367).2482 11th St. SWAkron  OH 44314USAPh: 1 877 543 5934.Fax: 1 330 319 8490.Email: info@macmarinvestment.comwww.macmarinvestment.com,,, ,24-Oct-19
2942,Madison Group  The,,,,,,,,/companies-you-should-not-deal-with/madison-group-the,,,,,,,,23rd Floor  M Thai Tower All Seasons Place 87 Wireless Rd Bangkok  Thailand,,, ,23-Aug-19
2943,Madison Private Equity LLC,,,,,,,,/companies-you-should-not-deal-with/madison-private-equity-llc,,,,,,,,1158 Peachtree Street NE  Atlanta  GA  30309 Tel: 1 404 592 5101 j.ward@madison-pe.us www.madison-pe.us,,, ,23-Aug-19
2944,Madley Capital Management Limited,,,,,,,,/companies-you-should-not-deal-with/madley-capital-management-limited,,,,,,,,135 Fenchurch Street  London  England  United Kingdom  EC3M 5DJ Ph: +44 207 043 3815 Fax:+44 203 318 0375 http://www.madleycm.com/ info@madleycm.com &amp; c.viga@madleycm.com  Account name: Terra Systems SDN BHD Account number: 00500305188 Beneficiary bank: Hong Leong Bank Berhad,500305188,Terra Systems SDN BHD, ,23-Aug-19
2945,Magna Capital Research,,,,,,,,/companies-you-should-not-deal-with/magna-capital-research,,,,,,,,702 Wheelock House 20 Pedder Street Central Hong Kong Ph: 852 6204 1939 Fax: 852 8343 7025 Email: info@magnacapitalresearch.com,,, ,23-Aug-19
2946,Magnum Options (also known as Hampshire Capital Ventures Ltd),,,,,,,,/companies-you-should-not-deal-with/magnum-options-also-known-as-hampshire-capital-ventures-ltd,,,,,,,,(alternate name for Hampshire Capital Ventures Ltd)Cavell House  Stannard Place &nbsp;Crispins Rd Norwich NR3 1YE  United Kingdom  and  7th Floor  2 Pinfold Street The balance Sheffield  South&nbsp;Yorkshire S1  2GU  UK www.magnumoptions.eu,,, ,23-Aug-19
2947,Manhattan Pacific Group Ltd  The,,,,,,,,/companies-you-should-not-deal-with/manhattan-pacific-group-ltd-the,,,,,,,,The World Trade Centre Leutschenbachstrasse 95 Zurich 8050 Switzerland Ph: 41 1 308 3956 Fax: 41 1 355 3528 &amp; 308 3960 www.manhattanpacificgroup.com,,, ,23-Aug-19
2948,Maplewalk Limited t/a PrimeCrypto,,,,,,,,/companies-you-should-not-deal-with/maplewalk-limited-t-a-primecrypto,,,,,,,,Address: 28 Dhavaharlal Nehru Street  Sofia  1324  BulgariaPh: +442037692538Email: support@primecrypto.ioWebsite: https://primecrypto.io,,, ,23-Aug-19
2949,Marc Hermann Wealth Management,,,,,,,,/companies-you-should-not-deal-with/marc-hermann-wealth-management,,,,,,,,The shard 32 London Bridge Road London  SE1 9SG United KingdomP: 020 3129 7705 info@mhwealthmanagement.com www.mhwealthmanagement.com FCA UK - Unauthorised firm Marc Hermann Wealth Management,,, ,23-Aug-19
2950,Marcus Tiller Associates Ltd,,,,,,,,/companies-you-should-not-deal-with/marcus-tiller-associates-ltd,,,,,,,,61 Eaton Place  Eaton Square  London England SW1 Ph: +44 (0) 207 043 3779 http://www.marcustiller.com info@marcustiller.com; support@marcustiller.comAccount number: 332409981764 &nbsp; Bank: Standard Chartered Saadiq Berhad &nbsp;&nbsp; Bank Address: No. 1 Jalan Bestari 8/2  Taman Nusa Bestari  81300 Skudai  Johor Darul Takzim  MalaysiaAccount number: 7101255168 Bank: OCBC Bank (Malaysia) Berhad &nbsp; Bank Address:1 Jalan Ibrahim  8000 Johor Bahru  Johor Darul Takzim  MalaysiaAccount number: 123-00-26338-7 Bank: Hong Leong Bank Berhad &nbsp; Bank Address:6 &amp; 8  Jalan Nakhoda 12  Taman Ungku Tun Aminah  81300 Skudai  Johor  MalaysiaAccount number: 574 11755 401 Bank: Standard Chartered Bank (HK) Limited &nbsp; Bank Address:B1 On G/F And MF  Golden Crown Court  66-70 Nathan Road  Tsim Sha Tsui  Kowloon  Hong KongAccount number: 0108-0004181-05-5 Bank: CIMB Bank Berhad &nbsp; Bank Address: 21 Jalan Kebudayaan 4 Taman Universiti 81300 Skudai  Johor Malaysia,7101255168|123-00-26338-7|574 11755 401|0108-0004181-05-5,, ,23-Aug-19
2951,Marlborough Acquisitions Inc,,,,,,,,/companies-you-should-not-deal-with/marlborough-acquisitions-inc,,,,,,,,(Note: (USA based) Calls investors who have dealt with overseas cold calling firms and offers to buy their shares at a higher price - but require payment of an upfront fee).&nbsp;4600 South Ulster Street  Denver  Colorado  80237 - 2882 USA. Telephone: +1 (303) 370 9056. Facsimile: +1 (303) 370 9056.,,, ,23-Aug-19
2952,Marsh Treasury,,,,,,,,/companies-you-should-not-deal-with/marsh-treasury,,,,,,,,Address: 34 Lime Street City of London EC3M 7AT UKPh: +44 2036 084 086Website: https://marshtreasury.comAccount name: Green Tree Pte Ltd Account number: 64190055646 Bank name: MaybankAccount name: BVL Trading Limited Account number: 881506002200 Bank name: Industrial and Commercial Bank of China Asia Limited,64190055646|881506002200,Green Tree Pte Ltd|BVL Trading Limited, ,23-Aug-19
2953,Mason McHale Portfolio Management,,,,,,,,/companies-you-should-not-deal-with/mason-mchale-portfolio-management,,,,,,,,16th Floor Hing Wah Building 36 Queens Road Central Hong Kong Ph (852) 2918 8715 Fax (852) 2900 7282,,, ,23-Aug-19
2954,Masters and Bettman,,,,,,,,/companies-you-should-not-deal-with/masters-and-bettman,,,,,,,,545 8 Avenue New York  NY USA Ph 1 646 435 7600 Fax 1 646 435 2386 www.mastersbettman.comandLevel 25 Bank of China Tower 1 Garden Road Hong Kong Ph 852 6272 8464 Fax 852 3015 4089 or 852 3017 8924,,, ,23-Aug-19
2955,Matthew-Christ Expert Consulting,,,,,,,,/companies-you-should-not-deal-with/matthew-christ-expert-consulting,,,,,,,,Switzerland Ph: 08447455568 Fax: 02080825536 clients@matthew-christ.net www.matthew-christ.net,,, ,23-Aug-19
2956,Max Options,,,,,,,,/companies-you-should-not-deal-with/max-options,,,,,,,,(also known as Changecapital SM Ltd) Kemp House 152-160 City Road  London  EC1V 2NX www.maxoptions.com,,, ,23-Aug-19
2957,Maxi Services Belize Ltd,,,,,,,,/companies-you-should-not-deal-with/maxi-services-belize-ltd,,,,,,,,(also known as UMarkets)5 Cork Street Belize City BelizeP: +442036706439&nbsp;and&nbsp;+44 203 695 8926&nbsp;and&nbsp; &nbsp;+501-223-2099 Skype: umarkets.com support@umarkets.com&nbsp;and&nbsp;customer@umarkets.com&nbsp; &nbsp;and&nbsp; &nbsp;dispute@umarkets.comwww.umarkets.com/en,,, ,23-Aug-19
2958,Maxim Capital Ltd / Maxim Trader / Maxim Traders,,,,,,,,/companies-you-should-not-deal-with/maxim-capital-ltd-maxim-trader-maxim-traders,,,,,,,,The Apex 2  Sheriffs Orchard Coventry CV1 3PP United Kingdom www.maximtrader.com,,, ,23-Aug-19
2959,Maxim TA International (MTA),,,,,,,,/companies-you-should-not-deal-with/maxim-ta-international-mta,,,,,,,,(same contact details as 'Sigama Capital Management')14th Floor Kamiyyacho Mori Building 4-3-20 Toranomon Minato-ku Tokyo 105-0001 Japan,,, ,23-Aug-19
2960,MBA Capital Limited,,,,,,,,/companies-you-should-not-deal-with/mba-capital-limited,,,,,,,,RBS Tower Times Square 1 Matheson Street Causeway Bay Hong KongP: +852 8191 1657 www.mbacapltd.com admin@mbacapltd.com,,, ,23-Aug-19
2961,MCF Consultants,,,,,,,,/companies-you-should-not-deal-with/mcf-consultants,,,,,,,,Haymarket London SW1Y Special Zone Press Bldgand6008 Shennan Boulevard Shenzhen Guangdong PRCPh: +44 203 7699 260 www.mcfconsultants.com info@mcfconsultants.com,,, ,23-Aug-19
2962,McKenzie Smith,,,,,,,,/companies-you-should-not-deal-with/mckenzie-smith,,,,,,,,161 Bay St. Toronto  Ontario Canada Ph: 1 416 352 0036 www.mckenzie-smith.com,,, ,23-Aug-19
